Anon Period;TGL Biz Desc;TGL Business Unit;TGL Business Segment;TGL Business Subsegment;Orders cons. (anon);Revenue cons. (anon)
17;SSI;SSI037;SSI03784;SSI03784;49614797;43339956
18;SSI;SSI037;SSI03784;SSI03784;78480788;60415221
19;SSI;SSI037;SSI03784;SSI03784;45469989;37472287
20;SSI;SSI037;SSI03784;SSI03784;64358246;46942591
21;SSI;SSI037;SSI03784;SSI03784;48526515;53216801
22;SSI;SSI037;SSI03784;SSI03784;55142869;43639425
23;SSI;SSI037;SSI03784;SSI03784;57955058;48995563
24;SSI;SSI037;SSI03784;SSI03784;80940981;73998043
25;SSI;SSI037;SSI03784;SSI03784;68948087;29867342
26;SSI;SSI037;SSI03784;SSI03784;72476030;54110465
27;SSI;SSI037;SSI03784;SSI03784;67859841;54209537
28;SSI;SSI037;SSI03784;SSI03784;70938924;45382906
29;SSI;SSI037;SSI03784;SSI03784;69860576;50847067
30;SSI;SSI037;SSI03784;SSI03784;77997680;65013549
31;SSI;SSI037;SSI03784;SSI03784;55605731;43912845
32;SSI;SSI037;SSI03784;SSI03784;60497434;49241197
33;SSI;SSI037;SSI03784;SSI03784;75780007;63067343
34;SSI;SSI037;SSI03784;SSI03784;63733989;60871950
35;SSI;SSI037;SSI03784;SSI03784;65323010;55940812
36;SSI;SSI037;SSI03784;SSI03784;79760028;85862917
37;SSI;SSI037;SSI03784;SSI03784;51869300;36594625
38;SSI;SSI037;SSI03784;SSI03784;67107307;57045997
39;SSI;SSI037;SSI03784;SSI03784;78390450;71324544
40;SSI;SSI037;SSI03784;SSI03784;93527243;52618496
41;SSI;SSI037;SSI03784;SSI03784;63750867;53249750
42;SSI;SSI037;SSI03784;SSI03784;84761317;69154753
23;SSI;SSI037;SSI03798;SSI03798;0;0
24;SSI;SSI037;SSI03798;SSI03798;0;0
26;SSI;SSI037;SSI03798;SSI03798;0;0
27;SSI;SSI037;SSI03798;SSI03798;0;0
28;SSI;SSI037;SSI03798;SSI03798;0;0
29;SSI;SSI037;SSI03798;SSI03798;0;0
30;SSI;SSI037;SSI03798;SSI03798;0;0
31;SSI;SSI037;SSI03798;SSI03798;0;0
32;SSI;SSI037;SSI03798;SSI03798;0;0
33;SSI;SSI037;SSI03798;SSI03798;0;0
34;SSI;SSI037;SSI03798;SSI03798;0;0
35;SSI;SSI037;SSI03798;SSI03798;0;0
36;SSI;SSI037;SSI03798;SSI03798;0;0
38;SSI;SSI037;SSI03798;SSI03798;0;0
39;SSI;SSI037;SSI03798;SSI03798;0;0
40;SSI;SSI037;SSI03798;SSI03798;0;0
41;SSI;SSI037;SSI03798;SSI03798;0;0
42;SSI;SSI037;SSI03798;SSI03798;0;0
1;SSI;SSI037;SSI03799;SSI03799;2983578;1821561
2;SSI;SSI037;SSI03799;SSI03799;2142879;2142879
3;SSI;SSI037;SSI03799;SSI03799;3208978;3208978
4;SSI;SSI037;SSI03799;SSI03799;1101573;2263591
5;SSI;SSI037;SSI03799;SSI03799;2165558;2165558
6;SSI;SSI037;SSI03799;SSI03799;4108068;4108068
7;SSI;SSI037;SSI03799;SSI03799;1323966;1323966
8;SSI;SSI037;SSI03799;SSI03799;1759453;1759453
9;SSI;SSI037;SSI03799;SSI03799;5180477;5180477
10;SSI;SSI037;SSI03799;SSI03799;2021249;2021249
11;SSI;SSI037;SSI03799;SSI03799;2429957;2429957
12;SSI;SSI037;SSI03799;SSI03799;7087475;7087475
13;SSI;SSI037;SSI03799;SSI03799;1755673;1755673
14;SSI;SSI037;SSI03799;SSI03799;1788040;1788040
15;SSI;SSI037;SSI03799;SSI03799;4556019;4085504
16;SSI;SSI037;SSI03799;SSI03799;2318336;2318436
17;SSI;SSI037;SSI03799;SSI03799;3503794;3503794
18;SSI;SSI037;SSI03799;SSI03799;6257248;6093855
19;SSI;SSI037;SSI03799;SSI03799;4341699;2704314
20;SSI;SSI037;SSI03799;SSI03799;2077802;1975315
21;SSI;SSI037;SSI03799;SSI03799;7264641;7264641
22;SSI;SSI037;SSI03799;SSI03799;3365295;3365295
23;SSI;SSI037;SSI03799;SSI03799;3262375;3262375
24;SSI;SSI037;SSI03799;SSI03799;10897296;10897296
25;SSI;SSI037;SSI03799;SSI03799;2507144;0
26;SSI;SSI037;SSI03799;SSI03799;5856750;5892983
27;SSI;SSI037;SSI03799;SSI03799;6640562;6676117
28;SSI;SSI037;SSI03799;SSI03799;3815087;3846362
29;SSI;SSI037;SSI03799;SSI03799;3204469;3175001
30;SSI;SSI037;SSI03799;SSI03799;5642481;8135401
31;SSI;SSI037;SSI03799;SSI03799;4213838;4032864
32;SSI;SSI037;SSI03799;SSI03799;3857580;3897742
33;SSI;SSI037;SSI03799;SSI03799;9039005;8903220
34;SSI;SSI037;SSI03799;SSI03799;4732246;4810283
35;SSI;SSI037;SSI03799;SSI03799;4735205;4669061
36;SSI;SSI037;SSI03799;SSI03799;11589409;11790241
37;SSI;SSI037;SSI03799;SSI03799;424764;0
38;SSI;SSI037;SSI03799;SSI03799;7132194;6516586
39;SSI;SSI037;SSI03799;SSI03799;6322743;6188208
40;SSI;SSI037;SSI03799;SSI03799;4675483;4630784
41;SSI;SSI037;SSI03799;SSI03799;4119306;4325608
42;SSI;SSI037;SSI03799;SSI03799;6736969;6894582
1;SSI;SSI047;SSI04781;SSI04781;13875289;10559828
2;SSI;SSI047;SSI04781;SSI04781;6205820;10463718
3;SSI;SSI047;SSI04781;SSI04781;6442665;8163671
4;SSI;SSI047;SSI04781;SSI04781;12014659;10447767
5;SSI;SSI047;SSI04781;SSI04781;11140642;10904056
6;SSI;SSI047;SSI04781;SSI04781;11553926;12417631
7;SSI;SSI047;SSI04781;SSI04781;12721556;11186911
8;SSI;SSI047;SSI04781;SSI04781;9535768;12460273
9;SSI;SSI047;SSI04781;SSI04781;9896215;11931689
10;SSI;SSI047;SSI04781;SSI04781;13247796;10052648
11;SSI;SSI047;SSI04781;SSI04781;9732049;10805190
12;SSI;SSI047;SSI04781;SSI04781;12088635;12033887
13;SSI;SSI047;SSI04781;SSI04781;28660700;23239519
14;SSI;SSI047;SSI04781;SSI04781;24803148;26272604
15;SSI;SSI047;SSI04781;SSI04781;18326135;19772523
16;SSI;SSI047;SSI04781;SSI04781;27056431;24562959
17;SSI;SSI047;SSI04781;SSI04781;23341933;24564684
18;SSI;SSI047;SSI04781;SSI04781;33170313;29226736
19;SSI;SSI047;SSI04781;SSI04781;22296272;26395486
20;SSI;SSI047;SSI04781;SSI04781;22705777;24307325
21;SSI;SSI047;SSI04781;SSI04781;28462250;26481156
22;SSI;SSI047;SSI04781;SSI04781;28901260;26811798
23;SSI;SSI047;SSI04781;SSI04781;21655606;27835590
24;SSI;SSI047;SSI04781;SSI04781;25702742;28263732
25;SSI;SSI047;SSI04781;SSI04781;24919284;24761215
26;SSI;SSI047;SSI04781;SSI04781;23657811;24004916
27;SSI;SSI047;SSI04781;SSI04781;16020801;17127607
28;SSI;SSI047;SSI04781;SSI04781;23630538;24839169
29;SSI;SSI047;SSI04781;SSI04781;25273949;23172467
30;SSI;SSI047;SSI04781;SSI04781;24721920;25658619
31;SSI;SSI047;SSI04781;SSI04781;22497655;25214575
32;SSI;SSI047;SSI04781;SSI04781;22645188;25129071
33;SSI;SSI047;SSI04781;SSI04781;19001159;20155470
34;SSI;SSI047;SSI04781;SSI04781;24889610;22642763
35;SSI;SSI047;SSI04781;SSI04781;19907206;20771009
36;SSI;SSI047;SSI04781;SSI04781;22691923;22737796
37;SSI;SSI047;SSI04781;SSI04781;19068692;21411485
38;SSI;SSI047;SSI04781;SSI04781;21684686;21342937
39;SSI;SSI047;SSI04781;SSI04781;15769204;17184799
40;SSI;SSI047;SSI04781;SSI04781;22916722;21938366
41;SSI;SSI047;SSI04781;SSI04781;20346407;21621864
42;SSI;SSI047;SSI04781;SSI04781;28271455;25739747
1;SSI;SSI047;SSI04781;SSI0478110;406244314;272255935
2;SSI;SSI047;SSI04781;SSI0478110;402684430;273967366
3;SSI;SSI047;SSI04781;SSI0478110;398190853;281284844
4;SSI;SSI047;SSI04781;SSI0478110;301838489;293399658
5;SSI;SSI047;SSI04781;SSI0478110;357668845;290886960
6;SSI;SSI047;SSI04781;SSI0478110;401224536;345035957
7;SSI;SSI047;SSI04781;SSI0478110;358722839;289677216
8;SSI;SSI047;SSI04781;SSI0478110;411460484;327573820
9;SSI;SSI047;SSI04781;SSI0478110;396882046;327582422
10;SSI;SSI047;SSI04781;SSI0478110;281860801;333118623
11;SSI;SSI047;SSI04781;SSI0478110;313250112;336684834
12;SSI;SSI047;SSI04781;SSI0478110;306513338;358161664
13;SSI;SSI047;SSI04781;SSI0478110;340007227;331302573
14;SSI;SSI047;SSI04781;SSI0478110;321679697;323343885
15;SSI;SSI047;SSI04781;SSI0478110;317077067;311529456
16;SSI;SSI047;SSI04781;SSI0478110;290466349;339287075
17;SSI;SSI047;SSI04781;SSI0478110;271481931;325336470
18;SSI;SSI047;SSI04781;SSI0478110;311969342;395900136
19;SSI;SSI047;SSI04781;SSI0478110;229143949;296363042
20;SSI;SSI047;SSI04781;SSI0478110;241112337;322941368
21;SSI;SSI047;SSI04781;SSI0478110;250375128;341579164
22;SSI;SSI047;SSI04781;SSI0478110;216201478;292850868
23;SSI;SSI047;SSI04781;SSI0478110;223558256;288564872
24;SSI;SSI047;SSI04781;SSI0478110;231892806;269999928
25;SSI;SSI047;SSI04781;SSI0478110;289490206;279908087
26;SSI;SSI047;SSI04781;SSI0478110;298513180;319117829
27;SSI;SSI047;SSI04781;SSI0478110;251028435;244326118
28;SSI;SSI047;SSI04781;SSI0478110;273008923;307946330
29;SSI;SSI047;SSI04781;SSI0478110;254932067;298897949
30;SSI;SSI047;SSI04781;SSI0478110;304933320;319931754
31;SSI;SSI047;SSI04781;SSI0478110;299367519;329369355
32;SSI;SSI047;SSI04781;SSI0478110;294379886;292949686
33;SSI;SSI047;SSI04781;SSI0478110;277170546;294498778
34;SSI;SSI047;SSI04781;SSI0478110;298324240;301167284
35;SSI;SSI047;SSI04781;SSI0478110;254620020;266297610
36;SSI;SSI047;SSI04781;SSI0478110;284611345;286582539
37;SSI;SSI047;SSI04781;SSI0478110;298753874;293816741
38;SSI;SSI047;SSI04781;SSI0478110;318774412;279903565
39;SSI;SSI047;SSI04781;SSI0478110;282768934;261483950
40;SSI;SSI047;SSI04781;SSI0478110;280599553;311406143
41;SSI;SSI047;SSI04781;SSI0478110;305454555;312473328
42;SSI;SSI047;SSI04781;SSI0478110;314604456;327493607
1;SSI;SSI047;SSI04781;SSI0478120;2025924;1795973
2;SSI;SSI047;SSI04781;SSI0478120;2654297;2392426
3;SSI;SSI047;SSI04781;SSI0478120;2310277;2206529
4;SSI;SSI047;SSI04781;SSI0478120;1900030;2202282
5;SSI;SSI047;SSI04781;SSI0478120;2225119;1927936
6;SSI;SSI047;SSI04781;SSI0478120;3254668;2215076
7;SSI;SSI047;SSI04781;SSI0478120;3075983;1985880
8;SSI;SSI047;SSI04781;SSI0478120;2382380;2128758
9;SSI;SSI047;SSI04781;SSI0478120;3550007;1713655
10;SSI;SSI047;SSI04781;SSI0478120;1842014;2077326
11;SSI;SSI047;SSI04781;SSI0478120;1597211;1773441
12;SSI;SSI047;SSI04781;SSI0478120;1658453;2522311
13;SSI;SSI047;SSI04781;SSI0478120;2250517;2859795
14;SSI;SSI047;SSI04781;SSI0478120;8648890;2917955
15;SSI;SSI047;SSI04781;SSI0478120;2045296;2364168
16;SSI;SSI047;SSI04781;SSI0478120;1815623;2362430
17;SSI;SSI047;SSI04781;SSI0478120;2047829;2214561
18;SSI;SSI047;SSI04781;SSI0478120;2096028;2453149
19;SSI;SSI047;SSI04781;SSI0478120;1505899;2071482
20;SSI;SSI047;SSI04781;SSI0478120;1774438;1780878
21;SSI;SSI047;SSI04781;SSI0478120;2525335;2151048
22;SSI;SSI047;SSI04781;SSI0478120;1381808;1861695
23;SSI;SSI047;SSI04781;SSI0478120;1711828;1820700
24;SSI;SSI047;SSI04781;SSI0478120;1767814;2042017
25;SSI;SSI047;SSI04781;SSI0478120;2555917;3339569
26;SSI;SSI047;SSI04781;SSI0478120;1691352;1682300
27;SSI;SSI047;SSI04781;SSI0478120;1460125;1351812
28;SSI;SSI047;SSI04781;SSI0478120;1796493;2159964
29;SSI;SSI047;SSI04781;SSI0478120;1674522;1671988
30;SSI;SSI047;SSI04781;SSI0478120;1768530;1635986
31;SSI;SSI047;SSI04781;SSI0478120;2658706;2098545
32;SSI;SSI047;SSI04781;SSI0478120;1106470;1629654
33;SSI;SSI047;SSI04781;SSI0478120;1678900;1819484
34;SSI;SSI047;SSI04781;SSI0478120;1310322;1598982
35;SSI;SSI047;SSI04781;SSI0478120;931052;1558513
36;SSI;SSI047;SSI04781;SSI0478120;1466898;1397988
37;SSI;SSI047;SSI04781;SSI0478120;1498658;1624233
38;SSI;SSI047;SSI04781;SSI0478120;1343057;1437323
39;SSI;SSI047;SSI04781;SSI0478120;1424562;1117592
40;SSI;SSI047;SSI04781;SSI0478120;1815679;1447409
41;SSI;SSI047;SSI04781;SSI0478120;1597688;1636681
42;SSI;SSI047;SSI04781;SSI0478120;1859042;1690051
1;SSI;SSI047;SSI04781;SSI0478130;230208757;178425726
2;SSI;SSI047;SSI04781;SSI0478130;210192501;177833927
3;SSI;SSI047;SSI04781;SSI0478130;243614982;186580744
4;SSI;SSI047;SSI04781;SSI0478130;152865831;172423237
5;SSI;SSI047;SSI04781;SSI0478130;193248261;160439960
6;SSI;SSI047;SSI04781;SSI0478130;233488061;206553487
7;SSI;SSI047;SSI04781;SSI0478130;167564278;160788081
8;SSI;SSI047;SSI04781;SSI0478130;217714276;201905754
9;SSI;SSI047;SSI04781;SSI0478130;235030253;212866151
10;SSI;SSI047;SSI04781;SSI0478130;167607473;192882918
11;SSI;SSI047;SSI04781;SSI0478130;180713639;204951013
12;SSI;SSI047;SSI04781;SSI0478130;179717323;215466713
13;SSI;SSI047;SSI04781;SSI0478130;215746635;194102769
14;SSI;SSI047;SSI04781;SSI0478130;191970465;208517303
15;SSI;SSI047;SSI04781;SSI0478130;229854422;213268541
16;SSI;SSI047;SSI04781;SSI0478130;171241292;193845854
17;SSI;SSI047;SSI04781;SSI0478130;167844161;191093736
18;SSI;SSI047;SSI04781;SSI0478130;227091349;240414657
19;SSI;SSI047;SSI04781;SSI0478130;172107288;182869734
20;SSI;SSI047;SSI04781;SSI0478130;176408541;204510712
21;SSI;SSI047;SSI04781;SSI0478130;171449093;211811488
22;SSI;SSI047;SSI04781;SSI0478130;159811057;182360880
23;SSI;SSI047;SSI04781;SSI0478130;153862906;175910106
24;SSI;SSI047;SSI04781;SSI0478130;156613806;180895740
25;SSI;SSI047;SSI04781;SSI0478130;192233160;181023537
26;SSI;SSI047;SSI04781;SSI0478130;175042014;179714472
27;SSI;SSI047;SSI04781;SSI0478130;173970518;162050442
28;SSI;SSI047;SSI04781;SSI0478130;155574079;169048185
29;SSI;SSI047;SSI04781;SSI0478130;153042230;156245835
30;SSI;SSI047;SSI04781;SSI0478130;190664089;195492364
31;SSI;SSI047;SSI04781;SSI0478130;172438052;185353086
32;SSI;SSI047;SSI04781;SSI0478130;167268642;175430698
33;SSI;SSI047;SSI04781;SSI0478130;163593925;173129676
34;SSI;SSI047;SSI04781;SSI0478130;173301067;177134268
35;SSI;SSI047;SSI04781;SSI0478130;154362991;156313237
36;SSI;SSI047;SSI04781;SSI0478130;178198184;186393823
37;SSI;SSI047;SSI04781;SSI0478130;176626373;171294941
38;SSI;SSI047;SSI04781;SSI0478130;173884179;165969093
39;SSI;SSI047;SSI04781;SSI0478130;176210970;157090550
40;SSI;SSI047;SSI04781;SSI0478130;150029376;164338235
41;SSI;SSI047;SSI04781;SSI0478130;165177576;166787469
42;SSI;SSI047;SSI04781;SSI0478130;170327420;171696763
1;SSI;SSI047;SSI04781;SSI0478140;104913450;94215556
2;SSI;SSI047;SSI04781;SSI0478140;106978795;93912504
3;SSI;SSI047;SSI04781;SSI0478140;121757580;95713141
4;SSI;SSI047;SSI04781;SSI0478140;97311119;102345330
5;SSI;SSI047;SSI04781;SSI0478140;97289615;96087682
6;SSI;SSI047;SSI04781;SSI0478140;154998602;125788541
7;SSI;SSI047;SSI04781;SSI0478140;129407691;116735367
8;SSI;SSI047;SSI04781;SSI0478140;139539204;120180041
9;SSI;SSI047;SSI04781;SSI0478140;191091882;138717220
10;SSI;SSI047;SSI04781;SSI0478140;144090068;141886401
11;SSI;SSI047;SSI04781;SSI0478140;155817559;146398705
12;SSI;SSI047;SSI04781;SSI0478140;162349986;137120889
13;SSI;SSI047;SSI04781;SSI0478140;209632994;188031575
14;SSI;SSI047;SSI04781;SSI0478140;168307600;177980662
15;SSI;SSI047;SSI04781;SSI0478140;168406060;160276213
16;SSI;SSI047;SSI04781;SSI0478140;162015046;159267491
17;SSI;SSI047;SSI04781;SSI0478140;139119984;153822841
18;SSI;SSI047;SSI04781;SSI0478140;156702679;172225833
19;SSI;SSI047;SSI04781;SSI0478140;133559681;150611000
20;SSI;SSI047;SSI04781;SSI0478140;169546398;167191025
21;SSI;SSI047;SSI04781;SSI0478140;167378842;178657098
22;SSI;SSI047;SSI04781;SSI0478140;151755951;148389878
23;SSI;SSI047;SSI04781;SSI0478140;174185149;171973729
24;SSI;SSI047;SSI04781;SSI0478140;157831451;162745552
25;SSI;SSI047;SSI04781;SSI0478140;182540758;176812322
26;SSI;SSI047;SSI04781;SSI0478140;148811262;175775788
27;SSI;SSI047;SSI04781;SSI0478140;145472873;132332498
28;SSI;SSI047;SSI04781;SSI0478140;151909184;157575926
29;SSI;SSI047;SSI04781;SSI0478140;162433806;163769044
30;SSI;SSI047;SSI04781;SSI0478140;164745292;172789723
31;SSI;SSI047;SSI04781;SSI0478140;172089166;188963952
32;SSI;SSI047;SSI04781;SSI0478140;169131217;188301133
33;SSI;SSI047;SSI04781;SSI0478140;168151847;176085514
34;SSI;SSI047;SSI04781;SSI0478140;185252559;189797172
35;SSI;SSI047;SSI04781;SSI0478140;169908810;198380605
36;SSI;SSI047;SSI04781;SSI0478140;168111128;171739205
37;SSI;SSI047;SSI04781;SSI0478140;188595621;200870445
38;SSI;SSI047;SSI04781;SSI0478140;162078620;158003803
39;SSI;SSI047;SSI04781;SSI0478140;161943841;179559502
40;SSI;SSI047;SSI04781;SSI0478140;167597025;184760355
41;SSI;SSI047;SSI04781;SSI0478140;165216548;171743854
42;SSI;SSI047;SSI04781;SSI0478140;178965215;185808789
1;SSI;SSI047;SSI04781;SSI0478150;305884409;231100792
2;SSI;SSI047;SSI04781;SSI0478150;271951855;264418976
3;SSI;SSI047;SSI04781;SSI0478150;306676052;254652941
4;SSI;SSI047;SSI04781;SSI0478150;232587449;239577644
5;SSI;SSI047;SSI04781;SSI0478150;273079888;229179499
6;SSI;SSI047;SSI04781;SSI0478150;341275313;314512661
7;SSI;SSI047;SSI04781;SSI0478150;324359068;256137893
8;SSI;SSI047;SSI04781;SSI0478150;331824680;308013644
9;SSI;SSI047;SSI04781;SSI0478150;367822570;326608982
10;SSI;SSI047;SSI04781;SSI0478150;292203895;287840017
11;SSI;SSI047;SSI04781;SSI0478150;283233824;311538037
12;SSI;SSI047;SSI04781;SSI0478150;301922133;320742149
13;SSI;SSI047;SSI04781;SSI0478150;382474283;324138767
14;SSI;SSI047;SSI04781;SSI0478150;357926321;366515602
15;SSI;SSI047;SSI04781;SSI0478150;318849629;312334294
16;SSI;SSI047;SSI04781;SSI0478150;303583571;324122278
17;SSI;SSI047;SSI04781;SSI0478150;324746110;336996303
18;SSI;SSI047;SSI04781;SSI0478150;376240333;407485844
19;SSI;SSI047;SSI04781;SSI0478150;306030252;326145427
20;SSI;SSI047;SSI04781;SSI0478150;343707985;371418795
21;SSI;SSI047;SSI04781;SSI0478150;336873273;370813037
22;SSI;SSI047;SSI04781;SSI0478150;314791816;317232397
23;SSI;SSI047;SSI04781;SSI0478150;320531450;351287078
24;SSI;SSI047;SSI04781;SSI0478150;342045404;329683650
25;SSI;SSI047;SSI04781;SSI0478150;368830165;342303090
26;SSI;SSI047;SSI04781;SSI0478150;370739377;365149101
27;SSI;SSI047;SSI04781;SSI0478150;307150226;287990661
28;SSI;SSI047;SSI04781;SSI0478150;345996451;353367264
29;SSI;SSI047;SSI04781;SSI0478150;366301449;336888202
30;SSI;SSI047;SSI04781;SSI0478150;431321217;377799905
31;SSI;SSI047;SSI04781;SSI0478150;365253578;381840838
32;SSI;SSI047;SSI04781;SSI0478150;392271607;388807299
33;SSI;SSI047;SSI04781;SSI0478150;363862435;354962502
34;SSI;SSI047;SSI04781;SSI0478150;365124898;388657420
35;SSI;SSI047;SSI04781;SSI0478150;374160933;386775029
36;SSI;SSI047;SSI04781;SSI0478150;349604164;380335541
37;SSI;SSI047;SSI04781;SSI0478150;355488008;365966173
38;SSI;SSI047;SSI04781;SSI0478150;341754026;369592754
39;SSI;SSI047;SSI04781;SSI0478150;360276104;331259469
40;SSI;SSI047;SSI04781;SSI0478150;365971753;373649711
41;SSI;SSI047;SSI04781;SSI0478150;376722296;386163397
42;SSI;SSI047;SSI04781;SSI0478150;433892252;420036087
1;SSI;SSI047;SSI04781;SSI0478199;68611365;47300668
2;SSI;SSI047;SSI04781;SSI0478199;67622613;56144998
3;SSI;SSI047;SSI04781;SSI0478199;44895706;42428201
4;SSI;SSI047;SSI04781;SSI0478199;52008526;46525655
5;SSI;SSI047;SSI04781;SSI0478199;47647286;54256592
6;SSI;SSI047;SSI04781;SSI0478199;63471736;68010788
7;SSI;SSI047;SSI04781;SSI0478199;70352862;61435783
8;SSI;SSI047;SSI04781;SSI0478199;61209309;71644911
9;SSI;SSI047;SSI04781;SSI0478199;59230247;70208773
10;SSI;SSI047;SSI04781;SSI0478199;53264713;65395685
11;SSI;SSI047;SSI04781;SSI0478199;61117037;69473214
12;SSI;SSI047;SSI04781;SSI0478199;64254817;73428894
13;SSI;SSI047;SSI04781;SSI0478199;276101;203436
14;SSI;SSI047;SSI04781;SSI0478199;468675;10119
15;SSI;SSI047;SSI04781;SSI0478199;70205;188803
16;SSI;SSI047;SSI04781;SSI0478199;153977;46331
17;SSI;SSI047;SSI04781;SSI0478199;37506;199816
18;SSI;SSI047;SSI04781;SSI0478199;1267833;1080739
19;SSI;SSI047;SSI04781;SSI0478199;9471;142046
20;SSI;SSI047;SSI04781;SSI0478199;-272111;393193
21;SSI;SSI047;SSI04781;SSI0478199;44546;311659
22;SSI;SSI047;SSI04781;SSI0478199;61634;88112
23;SSI;SSI047;SSI04781;SSI0478199;22293;77208
24;SSI;SSI047;SSI04781;SSI0478199;184862;89096
25;SSI;SSI047;SSI04781;SSI0478199;390382;304240
26;SSI;SSI047;SSI04781;SSI0478199;-98605;-129293
27;SSI;SSI047;SSI04781;SSI0478199;51541;114905
28;SSI;SSI047;SSI04781;SSI0478199;42993;202552
29;SSI;SSI047;SSI04781;SSI0478199;-142;41703
30;SSI;SSI047;SSI04781;SSI0478199;123055;40016
31;SSI;SSI047;SSI04781;SSI0478199;7638;80030
32;SSI;SSI047;SSI04781;SSI0478199;29702;53054
33;SSI;SSI047;SSI04781;SSI0478199;14947;31209
34;SSI;SSI047;SSI04781;SSI0478199;135402;8297
35;SSI;SSI047;SSI04781;SSI0478199;23173;8403
36;SSI;SSI047;SSI04781;SSI0478199;73181;155052
37;SSI;SSI047;SSI04781;SSI0478199;25925;27778
38;SSI;SSI047;SSI04781;SSI0478199;9563;11408
39;SSI;SSI047;SSI04781;SSI0478199;11399;64581
40;SSI;SSI047;SSI04781;SSI0478199;13448;15857
41;SSI;SSI047;SSI04781;SSI0478199;5574;10684
42;SSI;SSI047;SSI04781;SSI0478199;56766;7035
1;SSI;SSI047;SSI04783;SSI04783;9832;104630
2;SSI;SSI047;SSI04783;SSI04783;10513;149919
3;SSI;SSI047;SSI04783;SSI04783;8919;53846
4;SSI;SSI047;SSI04783;SSI04783;8363;133971
6;SSI;SSI047;SSI04783;SSI04783;37809;19662
7;SSI;SSI047;SSI04783;SSI04783;110744;9120
1;SSI;SSI047;SSI04783;SSI0478310;102570286;80915245
2;SSI;SSI047;SSI04783;SSI0478310;156614403;78905881
3;SSI;SSI047;SSI04783;SSI0478310;152315739;83502251
4;SSI;SSI047;SSI04783;SSI0478310;150241623;78741414
5;SSI;SSI047;SSI04783;SSI0478310;118636170;81072407
6;SSI;SSI047;SSI04783;SSI0478310;216114611;119697394
7;SSI;SSI047;SSI04783;SSI0478310;191807764;109056244
8;SSI;SSI047;SSI04783;SSI0478310;277269430;115726304
9;SSI;SSI047;SSI04783;SSI0478310;284983702;129687204
10;SSI;SSI047;SSI04783;SSI0478310;211437614;114907202
11;SSI;SSI047;SSI04783;SSI0478310;247376703;133469237
12;SSI;SSI047;SSI04783;SSI0478310;273464535;153751867
13;SSI;SSI047;SSI04783;SSI0478310;216154893;137927296
14;SSI;SSI047;SSI04783;SSI0478310;162806889;141741917
15;SSI;SSI047;SSI04783;SSI0478310;224542602;139018100
16;SSI;SSI047;SSI04783;SSI0478310;220824293;132445194
17;SSI;SSI047;SSI04783;SSI0478310;174322824;136852920
18;SSI;SSI047;SSI04783;SSI0478310;203890261;189652283
19;SSI;SSI047;SSI04783;SSI0478310;186396173;150380567
20;SSI;SSI047;SSI04783;SSI0478310;180616869;192138049
21;SSI;SSI047;SSI04783;SSI0478310;455226994;184761057
22;SSI;SSI047;SSI04783;SSI0478310;204399062;140957454
23;SSI;SSI047;SSI04783;SSI0478310;195345722;186813477
24;SSI;SSI047;SSI04783;SSI0478310;313319028;201611178
25;SSI;SSI047;SSI04783;SSI0478310;204070825;172286803
26;SSI;SSI047;SSI04783;SSI0478310;161041777;181207822
27;SSI;SSI047;SSI04783;SSI0478310;246449383;164506840
28;SSI;SSI047;SSI04783;SSI0478310;391555013;198107085
29;SSI;SSI047;SSI04783;SSI0478310;251028037;188989875
30;SSI;SSI047;SSI04783;SSI0478310;595094385;218904682
31;SSI;SSI047;SSI04783;SSI0478310;417466551;227839052
32;SSI;SSI047;SSI04783;SSI0478310;258583525;236332061
33;SSI;SSI047;SSI04783;SSI0478310;261697468;232893109
34;SSI;SSI047;SSI04783;SSI0478310;267846704;226900931
35;SSI;SSI047;SSI04783;SSI0478310;258094564;271033637
36;SSI;SSI047;SSI04783;SSI0478310;257537410;248214525
37;SSI;SSI047;SSI04783;SSI0478310;225654190;258724040
38;SSI;SSI047;SSI04783;SSI0478310;227925721;228473839
39;SSI;SSI047;SSI04783;SSI0478310;258173435;242178367
40;SSI;SSI047;SSI04783;SSI0478310;217397419;248051120
41;SSI;SSI047;SSI04783;SSI0478310;288050194;270461438
42;SSI;SSI047;SSI04783;SSI0478310;259676732;280016083
1;SSI;SSI047;SSI04784;SSI0478410;0;0
2;SSI;SSI047;SSI04784;SSI0478410;61373;0
3;SSI;SSI047;SSI04784;SSI0478410;0;101651
4;SSI;SSI047;SSI04784;SSI0478410;145322;0
5;SSI;SSI047;SSI04784;SSI0478410;0;1049
6;SSI;SSI047;SSI04784;SSI0478410;0;0
7;SSI;SSI047;SSI04784;SSI0478410;2162;0
8;SSI;SSI047;SSI04784;SSI0478410;0;66244
9;SSI;SSI047;SSI04784;SSI0478410;0;154522
10;SSI;SSI047;SSI04784;SSI0478410;0;0
11;SSI;SSI047;SSI04784;SSI0478410;3331;0
12;SSI;SSI047;SSI04784;SSI0478410;-5603;0
14;SSI;SSI047;SSI04784;SSI0478410;0;0
15;SSI;SSI047;SSI04784;SSI0478410;64750;0
19;SSI;SSI047;SSI04784;SSI0478410;0;0
20;SSI;SSI047;SSI04784;SSI0478410;3031;62935
21;SSI;SSI047;SSI04784;SSI0478410;-3042;0
